SUBJNO	BLOCKNUM	BLOCKNAME	BLOCKSIZE	NUMINBLOCK	ITEMID	ANSWER	TFRESP	TFACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	READTIME	TFTIME	MAXTIME	
184208	3	NA	2	2	door	1	NA	0	0	S	s	1	0.16	2.048	4.672140688548523	
184208	4	NA	5	1	emerald	1	NA	1	0	K	k	1	1.592	1.26	4.672140688548523	
184208	4	NA	5	2	sweater	0	NA	1	0	R	r	1	1.697	0.698	4.672140688548523	
184208	4	NA	5	3	gasoline	0	NA	1	0	Y	r	0	0.116	1.504	4.672140688548523	
184208	4	NA	5	4	hail	1	NA	0	0	S	y	0	0.448	1.584	4.672140688548523	
184208	4	NA	5	5	inch	1	NA	1	0	T	s	0	1.728	1.344	4.672140688548523	
184208	5	NA	5	1	bureau	1	NA	0	1	T	t	1	4.672140688548523	0	4.672140688548523	
184208	5	NA	5	2	doctor	1	NA	1	0	S	s	1	1.524	0.913	4.672140688548523	
184208	5	NA	5	3	baseball	1	NA	0	0	N	n	1	1.552	1.352	4.672140688548523	
184208	5	NA	5	4	perch	0	NA	1	0	F	p	0	0.104	1.208	4.672140688548523	
184208	5	NA	5	5	professor	1	NA	1	0	P	q	0	2.028	1.04	4.672140688548523	
184208	6	NA	6	1	toe	0	NA	1	0	L	p	0	2.596	0.92	4.672140688548523	
184208	6	NA	6	2	pine	0	NA	1	0	N	q	0	2.12	1.208	4.672140688548523	
184208	6	NA	6	3	sock	1	NA	0	0	K	s	0	0.24	1.352	4.672140688548523	
184208	6	NA	6	4	week	0	NA	1	0	Q	t	0	2.708	0.944	4.672140688548523	
184208	6	NA	6	5	pound	1	NA	1	0	P	l	0	1.676	0.972	4.672140688548523	
184208	6	NA	6	6	daisy	0	NA	1	0	R	r	1	3.224	1.128	4.672140688548523	
184208	7	NA	4	1	poem	1	NA	1	0	K	l	0	1.96	1.428	4.672140688548523	
184208	7	NA	4	2	orange	1	NA	1	0	T	q	0	2.845	1	4.672140688548523	
184208	7	NA	4	3	rose	1	NA	1	0	L	r	0	2.032	0.756	4.672140688548523	
184208	7	NA	4	4	bed	0	NA	1	0	P	p	1	1.891	0.832	4.672140688548523	
184208	8	NA	2	1	hammer	1	NA	1	0	R	r	1	2.056	1.248	4.672140688548523	
184208	8	NA	2	2	pepper	0	NA	1	0	K	k	1	3.019	0.776	4.672140688548523	
184208	9	NA	3	1	desert	0	NA	1	0	S	s	1	3.413	0.936	4.672140688548523	
184208	9	NA	3	2	harp	0	NA	0	0	Y	r	0	3.126	1.436	4.672140688548523	
184208	9	NA	3	3	track	1	NA	1	0	R	p	0	3.016	1.528	4.672140688548523	
184208	10	NA	3	1	plumber	1	NA	0	0	R	r	1	2.136	0.918	4.672140688548523	
184208	10	NA	3	2	coat	0	NA	0	0	P	s	0	3.264	1.24	4.672140688548523	
184208	10	NA	3	3	foot	0	NA	1	0	F	p	0	2.676	0.769	4.672140688548523	
184208	11	NA	4	1	velvet	0	NA	1	0	Q	r	0	2.65	0.992	4.672140688548523	
184208	11	NA	4	2	parrot	1	NA	1	0	S	s	1	2.432	0.745	4.672140688548523	
184208	11	NA	4	3	valley	1	NA	1	0	T	p	0	2.052	1.392	4.672140688548523	
184208	11	NA	4	4	pear	0	NA	1	0	K	k	1	2.336	0.712	4.672140688548523	
184208	12	NA	6	1	wolf	1	NA	1	0	K	r	0	2.144	1.2	4.672140688548523	
184208	12	NA	6	2	hour	1	NA	1	0	Y	s	0	3.518	0.76	4.672140688548523	
184208	12	NA	6	3	bee	1	NA	1	0	H	p	0	1.948	0.648	4.672140688548523	
184208	12	NA	6	4	carpenter	0	NA	1	0	R	k	0	1.624	1.16	4.672140688548523	
184208	12	NA	6	5	windows	1	NA	1	0	N	n	1	3.244	0.681	4.672140688548523	
184208	12	NA	6	6	canary	0	NA	1	0	F	l	0	1.88	1.192	4.672140688548523	
